Timestamp,CDOMdigitalFinal (µg/L),QC flag CDOMdigitalFinal,PhValue_Avg (-),QC flag PhValue_Avg,CondValue_Avg (µS/cm),QC flag CondValue_Avg,Turbidity_Avg (NTU),QC flag Turbidity_Avg
2023-04-07 13:00:00,52.11,None,7.203,None,50.44,None,20.68,None
2023-04-07 12:00:00,52.09,None,7.206,None,50.33,None,21.71,None
2023-04-07 11:00:00,52.56,None,7.207,None,50.26,None,21.0,None
2023-04-07 10:00:00,52.46,None,7.207,None,50.22,None,20.16,None
2023-04-07 09:00:00,52.54,None,7.204,None,50.07,None,24.34,None
2023-04-07 08:00:00,52.9,None,7.201,None,50.09,None,22.06,None
2023-04-07 07:00:00,52.93,None,7.198,None,50.11,None,23.78,None
2023-04-07 06:00:00,52.84,None,7.195,None,50.15,None,20.84,None
2023-04-07 05:00:00,52.87,None,7.194,None,50.2,None,20.33,None
2023-04-07 04:00:00,52.71,None,7.199,None,50.22,None,20.67,None
2023-04-07 03:00:00,52.57,None,7.212,None,50.16,None,24.94,None
2023-04-07 02:00:00,52.41,None,7.197,None,50.22,None,19.89,None
2023-04-07 01:00:00,52.13,None,7.2,None,50.16,None,25.11,None
2023-04-07 00:00:00,52.18,None,7.2,None,50.18,None,22.7,None
2023-04-06 23:00:00,51.99,None,7.2,None,50.16,None,22.01,None
2023-04-06 22:00:00,52.11,None,7.199,None,50.13,None,23.14,None
2023-04-06 21:00:00,51.44,None,7.196,None,50.15,None,22.66,None
2023-04-06 20:00:00,51.65,None,7.194,None,50.1,None,24.01,None
2023-04-06 19:00:00,51.38,None,7.192,None,50.26,None,20.44,None
2023-04-06 18:00:00,51.28,None,7.189,None,50.35,None,20.23,None
2023-04-06 17:00:00,50.9,None,7.187,None,50.38,None,20.48,None
2023-04-06 16:00:00,50.78,None,7.185,None,50.38,None,20.09,None
2023-04-06 15:00:00,50.93,None,7.183,None,50.46,None,22.04,None
2023-04-06 14:00:00,50.55,None,7.186,None,50.59,None,21.85,None
2023-04-06 13:00:00,50.62,None,7.192,None,50.86,None,22.17,None
2023-04-06 12:00:00,50.61,None,7.194,None,51.12,None,23.01,None
2023-04-06 11:00:00,50.47,None,7.192,None,51.29,None,24.77,None
2023-04-06 10:00:00,49.9,None,7.191,None,51.23,None,24.42,None
2023-04-06 09:00:00,49.99,None,7.189,None,50.75,None,21.71,None
2023-04-06 08:00:00,50.26,None,7.187,None,50.6,None,24.04,None
2023-04-06 07:00:00,49.72,None,7.185,None,50.49,None,27.08,None
2023-04-06 06:00:00,49.88,None,7.182,None,50.44,None,23.29,None
2023-04-06 05:00:00,49.86,None,7.19,None,50.44,None,23.26,None
2023-04-06 04:00:00,49.89,None,7.195,None,50.43,None,17.66,None
2023-04-06 03:00:00,49.67,None,7.173,None,50.5,None,23.09,None
2023-04-06 02:00:00,49.68,None,7.171,None,50.52,None,22.16,None
2023-04-06 01:00:00,49.79,None,7.17,None,50.61,None,24.62,None
2023-04-06 00:00:00,50.03,None,7.17,None,50.74,None,25.65,None
2023-04-05 23:00:00,50.05,None,7.167,None,50.77,None,27.28,None
2023-04-05 22:00:00,49.87,None,7.164,None,50.86,None,22.89,None
2023-04-05 21:00:00,49.43,None,7.165,None,50.88,None,26.68,None
2023-04-05 20:00:00,49.54,None,7.163,None,50.82,None,22.85,None
2023-04-05 19:00:00,49.63,None,7.163,None,50.86,None,23.23,None
2023-04-05 18:00:00,49.41,None,7.162,None,50.82,None,21.56,None
2023-04-05 17:00:00,49.35,None,7.159,None,50.84,None,22.51,None
2023-04-05 16:00:00,48.92,None,7.152,None,50.94,None,22.4,None
2023-04-05 15:00:00,49.08,None,7.153,None,50.96,None,23.79,None
2023-04-05 14:00:00,49.18,None,7.155,None,50.73,None,22.25,None
2023-04-05 13:00:00,49.26,None,7.16,None,50.72,None,23.04,None
2023-04-05 12:00:00,48.97,None,7.164,None,50.69,None,24.85,None
2023-04-05 11:00:00,49.4,None,7.174,None,50.62,None,24.91,None
2023-04-05 10:00:00,49.53,None,7.18,None,50.55,None,26.31,None
2023-04-05 09:00:00,49.64,None,7.184,None,50.64,None,27.36,None
2023-04-05 08:00:00,49.63,None,7.184,None,50.73,None,26.62,None
2023-04-05 07:00:00,49.37,None,7.183,None,50.68,None,23.45,None
2023-04-05 06:00:00,49.77,None,7.185,None,50.52,None,24.87,None
2023-04-05 05:00:00,49.29,None,7.186,None,50.43,None,24.19,None
2023-04-05 04:00:00,49.67,None,7.187,None,50.48,None,28.26,None
2023-04-05 03:00:00,49.36,None,7.187,None,50.52,None,25.89,None
2023-04-05 02:00:00,49.61,None,7.185,None,50.54,None,25.43,None
2023-04-05 01:00:00,49.3,None,7.186,None,50.6,None,24.44,None
2023-04-05 00:00:00,49.49,None,7.184,None,50.69,None,25.18,None
2023-04-04 23:00:00,49.41,None,7.184,None,50.8,None,23.01,None
2023-04-04 22:00:00,49.65,None,7.185,None,50.83,None,25.09,None
2023-04-04 21:00:00,49.53,None,7.184,None,50.89,None,24.41,None
2023-04-04 20:00:00,49.65,None,7.185,None,50.96,None,25.25,None
2023-04-04 19:00:00,49.89,None,7.186,None,50.97,None,26.46,None
2023-04-04 18:00:00,49.7,None,7.187,None,50.96,None,26.36,None
2023-04-04 17:00:00,49.18,None,7.189,None,50.84,None,24.18,None
2023-04-04 16:00:00,49.17,None,7.192,None,50.77,None,25.25,None
2023-04-04 15:00:00,48.98,None,7.196,None,50.77,None,23.5,None
2023-04-04 14:00:00,48.44,None,7.203,None,50.62,None,26.13,None
2023-04-04 13:00:00,48.34,None,7.211,None,50.6,None,23.94,None
2023-04-04 12:00:00,48.74,None,7.22,None,50.4,None,24.82,None
2023-04-04 11:00:00,49.05,None,7.237,None,50.28,None,19.27,None
2023-04-04 10:00:00,49.38,None,7.222,None,50.19,None,24.28,None
2023-04-04 09:00:00,49.53,None,7.218,None,50.12,None,24.21,None
2023-04-04 08:00:00,49.55,None,7.214,None,50.01,None,22.45,None
2023-04-04 07:00:00,49.76,None,7.221,None,49.96,None,19.35,None
2023-04-04 06:00:00,49.39,None,7.218,None,49.89,None,16.84,None
2023-04-04 05:00:00,49.51,None,7.216,None,49.87,None,18.88,None
2023-04-04 04:00:00,49.61,None,7.215,None,49.85,None,24.87,None
2023-04-04 03:00:00,49.74,None,7.211,None,49.81,None,21.69,None
2023-04-04 02:00:00,49.99,None,7.209,None,49.81,None,18.7,None
2023-04-04 01:00:00,49.99,None,7.208,None,49.85,None,21.87,None
2023-04-04 00:00:00,49.7,None,7.205,None,49.94,None,19.98,None
2023-04-03 23:00:00,50.19,None,7.201,None,50.01,None,19.29,None
2023-04-03 22:00:00,49.84,None,7.2,None,50.0,None,18.67,None
2023-04-03 21:00:00,50.08,None,7.202,None,49.97,None,22.66,None
2023-04-03 20:00:00,49.93,None,7.205,None,49.97,None,21.4,None
2023-04-03 19:00:00,49.62,None,7.202,None,50.01,None,18.13,None
2023-04-03 18:00:00,49.35,None,7.197,None,49.92,None,20.53,None
2023-04-03 17:00:00,49.39,None,7.194,None,49.98,None,22.01,None
2023-04-03 16:00:00,49.3,None,7.196,None,49.84,None,22.38,None
2023-04-03 15:00:00,49.49,None,7.199,None,49.76,None,21.13,None
2023-04-03 14:00:00,49.46,None,7.2,None,49.74,None,20.99,None
2023-04-03 13:00:00,49.62,None,7.202,None,49.62,None,18.49,None
2023-04-03 12:00:00,49.95,None,7.206,None,49.6,None,16.77,None
2023-04-03 11:00:00,50.38,None,7.208,None,49.61,None,18.75,None
2023-04-03 10:00:00,50.13,None,7.21,None,49.48,None,20.46,None
2023-04-03 09:00:00,51.25,None,7.215,None,49.66,None,20.02,None
2023-04-03 08:00:00,51.0,None,7.218,None,49.66,None,21.01,None
2023-04-03 07:00:00,51.16,None,7.218,None,49.55,None,19.48,None
2023-04-03 06:00:00,51.4,None,7.216,None,49.5,None,18.53,None
2023-04-03 05:00:00,51.34,None,7.212,None,49.5,None,21.61,None
2023-04-03 04:00:00,51.33,None,7.209,None,49.43,None,18.61,None
2023-04-03 03:00:00,51.57,None,7.204,None,49.42,None,18.36,None
2023-04-03 02:00:00,51.5,None,7.203,None,49.4,None,18.6,None
2023-04-03 01:00:00,51.46,None,7.198,None,49.43,None,19.93,None
2023-04-03 00:00:00,51.41,None,7.197,None,49.51,None,19.0,None
2023-04-02 23:00:00,51.43,None,7.203,None,49.65,None,18.14,None
2023-04-02 22:00:00,51.57,None,7.205,None,49.7,None,18.05,None
2023-04-02 21:00:00,51.17,None,7.204,None,49.77,None,18.23,None
2023-04-02 20:00:00,51.3,None,7.204,None,49.86,None,17.75,None
2023-04-02 19:00:00,51.1,None,7.207,None,49.98,None,17.04,None
2023-04-02 18:00:00,51.07,None,7.207,None,49.9,None,17.76,None
2023-04-02 17:00:00,50.7,None,7.22,None,49.84,None,17.12,None
2023-04-02 16:00:00,51.21,None,7.233,None,49.89,None,15.32,None
2023-04-02 15:00:00,51.24,None,7.212,None,49.88,None,16.96,None
2023-04-02 14:00:00,51.42,None,7.227,None,49.95,None,19.7,None
2023-04-02 13:00:00,51.73,None,7.226,None,49.66,None,16.46,None
2023-04-02 12:00:00,51.92,None,7.229,None,49.51,None,18.22,None
2023-04-02 11:00:00,52.33,None,7.227,None,49.33,None,15.87,None
2023-04-02 10:00:00,52.74,None,7.232,None,49.25,None,16.11,None
2023-04-02 09:00:00,52.81,None,7.234,None,49.24,None,18.8,None
2023-04-02 08:00:00,53.54,None,7.229,None,49.12,None,18.33,None
2023-04-02 07:00:00,53.84,None,7.224,None,49.17,None,18.73,None
2023-04-02 06:00:00,53.9,None,7.22,None,49.01,None,17.82,None
2023-04-02 05:00:00,54.19,None,7.219,None,48.93,None,12.85,None
2023-04-02 04:00:00,54.36,None,7.212,None,49.13,None,18.79,None
2023-04-02 03:00:00,54.43,None,7.214,None,48.93,None,16.08,None
2023-04-02 02:00:00,54.48,None,7.213,None,48.9,None,16.83,None
2023-04-02 01:00:00,54.41,None,7.216,None,48.78,None,14.18,None
2023-04-02 00:00:00,54.5,None,7.22,None,48.79,None,16.57,None
2023-04-01 23:00:00,54.36,None,7.218,None,48.72,None,14.95,None
2023-04-01 22:00:00,54.32,None,7.217,None,48.82,None,14.82,None
2023-04-01 21:00:00,54.49,None,7.218,None,48.86,None,14.73,None
2023-04-01 20:00:00,54.67,None,7.219,None,48.79,None,14.8,None
2023-04-01 19:00:00,54.14,None,7.221,None,48.72,None,15.6,None
2023-04-01 18:00:00,53.76,None,7.226,None,48.61,None,16.25,None
2023-04-01 17:00:00,53.71,None,7.23,None,48.43,None,21.07,None
2023-04-01 16:00:00,54.04,None,7.232,None,48.3,None,15.49,None
2023-04-01 15:00:00,54.57,None,7.238,None,48.24,None,15.81,None
2023-04-01 14:00:00,54.85,None,7.238,None,48.13,None,13.14,None
2023-04-01 13:00:00,55.35,None,7.24,None,47.84,None,15.03,None
2023-04-01 12:00:00,55.71,None,7.243,None,47.68,None,12.74,None
2023-04-01 11:00:00,55.84,None,7.243,None,47.6,None,15.42,None
2023-04-01 10:00:00,56.3,None,7.245,None,47.47,None,14.32,None
2023-04-01 09:00:00,56.74,None,7.246,None,47.36,None,14.46,None
2023-04-01 08:00:00,57.06,None,7.241,None,47.36,None,13.88,None
2023-04-01 07:00:00,57.81,None,7.235,None,47.31,None,16.56,None
2023-04-01 06:00:00,57.7,None,7.233,None,47.06,None,13.32,None
2023-04-01 05:00:00,58.45,None,7.233,None,47.13,None,14.33,None
2023-04-01 04:00:00,58.63,None,7.227,None,47.09,None,15.23,None
2023-04-01 03:00:00,58.83,None,7.223,None,47.01,None,14.75,None
2023-04-01 02:00:00,59.28,None,7.218,None,47.02,None,12.11,None
2023-04-01 01:00:00,59.27,None,7.22,None,46.95,None,12.03,None
2023-04-01 00:00:00,59.25,None,7.223,None,46.95,None,14.63,None
2023-03-31 23:00:00,59.32,None,7.224,None,46.98,None,13.87,None
2023-03-31 22:00:00,59.08,None,7.223,None,46.96,None,15.95,None
2023-03-31 21:00:00,59.01,None,7.224,None,46.98,None,13.76,None
2023-03-31 20:00:00,58.47,None,7.227,None,46.99,None,15.43,None
2023-03-31 19:00:00,58.4,None,7.23,None,47.01,None,14.89,None
2023-03-31 18:00:00,58.01,None,7.23,None,46.94,None,17.78,None
2023-03-31 17:00:00,57.55,None,7.229,None,46.96,None,17.07,None
2023-03-31 16:00:00,57.07,None,7.23,None,46.9,None,14.66,None
2023-03-31 15:00:00,57.26,None,7.229,None,46.69,None,19.03,None
2023-03-31 14:00:00,56.6,None,7.232,None,46.77,None,19.89,None
2023-03-31 13:00:00,56.32,None,7.233,None,46.73,None,19.03,None
2023-03-31 12:00:00,55.6,None,7.231,None,46.65,None,21.81,None
2023-03-31 11:00:00,55.93,None,7.224,None,46.46,None,20.5,None
2023-03-31 10:00:00,56.91,None,7.215,None,46.36,None,20.98,None
2023-03-31 09:00:00,58.18,None,7.21,None,46.3,None,18.35,None
2023-03-31 08:00:00,58.98,None,7.211,None,46.21,None,17.63,None
2023-03-31 07:00:00,59.18,None,7.21,None,46.18,None,17.41,None
2023-03-31 06:00:00,59.25,None,7.213,None,46.14,None,17.78,None
2023-03-31 05:00:00,59.68,None,7.223,None,46.15,None,18.37,None
2023-03-31 04:00:00,59.35,None,7.216,None,46.18,None,17.67,None
2023-03-31 03:00:00,59.45,None,7.206,None,46.21,None,15.2,None
2023-03-31 02:00:00,60.08,None,7.199,None,46.12,None,15.27,None
2023-03-31 01:00:00,59.99,None,7.19,None,46.08,None,19.71,None
2023-03-31 00:00:00,60.2,None,7.188,None,45.95,None,17.74,None
2023-03-30 23:00:00,60.69,None,7.187,None,45.79,None,14.54,None
2023-03-30 22:00:00,60.67,None,7.188,None,45.8,None,18.89,None
2023-03-30 21:00:00,60.44,None,7.19,None,45.74,None,17.77,None
2023-03-30 20:00:00,60.21,None,7.198,None,45.84,None,18.01,None
2023-03-30 19:00:00,60.05,None,7.204,None,45.87,None,15.55,None
2023-03-30 18:00:00,59.42,None,7.209,None,45.85,None,18.15,None
2023-03-30 17:00:00,59.45,None,7.209,None,45.88,None,17.43,None
2023-03-30 16:00:00,59.52,None,7.201,None,45.88,None,18.34,None
2023-03-30 15:00:00,60.36,None,7.193,None,45.77,None,16.01,None
2023-03-30 14:00:00,61.14,None,7.193,None,45.65,None,13.4,None
2023-03-30 13:00:00,61.54,None,7.184,None,45.5,None,13.28,None
2023-03-30 12:00:00,62.17,None,7.18,None,45.54,None,12.78,None
2023-03-30 11:00:00,62.44,None,7.182,None,45.43,None,14.24,None
2023-03-30 10:00:00,62.81,None,7.184,None,45.33,None,14.69,None
2023-03-30 09:00:00,63.07,None,7.186,None,45.32,None,14.98,None
2023-03-30 08:00:00,62.8,None,7.19,None,45.35,None,14.38,None
2023-03-30 07:00:00,63.1,None,7.191,None,45.37,None,13.85,None
2023-03-30 06:00:00,63.32,None,7.194,None,45.23,None,14.28,None
2023-03-30 05:00:00,63.21,None,7.196,None,45.13,None,15.17,None
2023-03-30 04:00:00,63.25,None,7.194,None,45.02,None,13.67,None
2023-03-30 03:00:00,63.22,None,7.192,None,44.99,None,14.72,None
2023-03-30 02:00:00,63.37,None,7.19,None,45.01,None,11.52,None
2023-03-30 01:00:00,63.35,None,7.192,None,44.93,None,16.63,None
2023-03-30 00:00:00,63.42,None,7.191,None,44.95,None,15.22,None
2023-03-29 23:00:00,63.2,None,7.194,None,44.92,None,13.51,None
2023-03-29 22:00:00,63.26,None,7.193,None,44.92,None,15.34,None
2023-03-29 21:00:00,62.81,None,7.193,None,44.96,None,13.61,None
2023-03-29 20:00:00,62.81,None,7.194,None,44.98,None,15.41,None
2023-03-29 19:00:00,62.84,None,7.192,None,45.06,None,17.68,None
2023-03-29 18:00:00,62.66,None,7.192,None,45.06,None,15.67,None
2023-03-29 17:00:00,62.42,None,7.193,None,45.11,None,15.8,None
2023-03-29 16:00:00,62.27,None,7.191,None,45.09,None,16.44,None
2023-03-29 15:00:00,61.87,None,7.188,None,45.07,None,17.28,None
2023-03-29 14:00:00,61.65,None,7.189,None,44.95,None,17.24,None
2023-03-29 13:00:00,61.45,None,7.192,None,44.91,None,18.24,None
2023-03-29 12:00:00,61.29,None,7.192,None,44.85,None,15.54,None
2023-03-29 11:00:00,61.35,None,7.187,None,44.68,None,19.11,None
2023-03-29 10:00:00,61.03,None,7.185,None,44.55,None,18.37,None
2023-03-29 09:00:00,60.94,None,7.186,None,44.56,None,17.97,None
2023-03-29 08:00:00,60.94,None,7.186,None,44.44,None,17.48,None
2023-03-29 07:00:00,60.94,None,7.184,None,44.45,None,16.63,None
2023-03-29 06:00:00,61.06,None,7.182,None,44.58,None,18.0,None
2023-03-29 05:00:00,61.8,None,7.184,None,44.58,None,15.6,None
2023-03-29 04:00:00,62.4,None,7.185,None,44.67,None,17.57,None
2023-03-29 03:00:00,62.45,None,7.185,None,44.68,None,15.73,None
2023-03-29 02:00:00,62.69,None,7.189,None,44.71,None,15.13,None
2023-03-29 01:00:00,62.69,None,7.191,None,44.82,None,15.75,None
2023-03-29 00:00:00,62.64,None,7.197,None,44.83,None,14.23,None
2023-03-28 23:00:00,62.6,None,7.204,None,44.77,None,16.91,None
2023-03-28 22:00:00,62.19,None,7.198,None,44.84,None,16.2,None
2023-03-28 21:00:00,62.33,None,7.205,None,44.87,None,16.21,None
2023-03-28 20:00:00,61.99,None,7.211,None,44.87,None,13.24,None
2023-03-28 19:00:00,62.21,None,7.204,None,44.92,None,17.48,None
2023-03-28 18:00:00,62.18,None,7.207,None,44.93,None,14.91,None
2023-03-28 17:00:00,62.11,None,7.209,None,45.01,None,15.63,None
2023-03-28 16:00:00,61.84,None,7.21,None,45.17,None,17.73,None
2023-03-28 15:00:00,61.77,None,7.211,None,45.23,None,19.54,None
2023-03-28 14:00:00,61.57,None,7.214,None,45.23,None,14.78,None
2023-03-28 13:00:00,61.87,None,7.214,None,45.35,None,19.0,None
2023-03-28 12:00:00,61.87,None,7.218,None,45.25,None,17.53,None
2023-03-28 11:00:00,62.02,None,7.215,None,45.02,None,19.61,None
2023-03-28 10:00:00,61.7,None,7.221,None,44.68,None,18.28,None
2023-03-28 09:00:00,61.87,None,7.228,None,45.0,None,18.4,None
2023-03-28 08:00:00,59.82,None,7.231,None,44.94,None,19.76,None
2023-03-28 07:00:00,62.68,None,7.23,None,44.84,None,18.67,None
2023-03-28 06:00:00,62.54,None,7.229,None,44.79,None,14.5,None
2023-03-28 05:00:00,62.34,None,7.222,None,44.81,None,16.63,None
2023-03-28 04:00:00,62.81,None,7.213,None,44.71,None,16.26,None
2023-03-28 03:00:00,62.7,None,7.214,None,44.72,None,17.06,None
2023-03-28 02:00:00,62.71,None,7.222,None,44.59,None,21.8,None
2023-03-28 01:00:00,59.49,None,7.21,None,44.58,None,20.43,None
2023-03-28 00:00:00,62.25,None,7.216,None,44.6,None,20.45,None
2023-03-27 23:00:00,59.09,None,7.22,None,44.65,None,18.56,None
2023-03-27 22:00:00,59.75,None,7.22,None,44.65,None,19.94,None
2023-03-27 21:00:00,60.07,None,7.218,None,44.69,None,20.63,None
2023-03-27 20:00:00,59.82,None,7.219,None,44.71,None,26.91,None
2023-03-27 19:00:00,59.03,None,7.22,None,44.84,None,26.68,None
2023-03-27 18:00:00,58.66,None,7.221,None,45.07,None,30.64,None
2023-03-27 17:00:00,60.36,None,7.214,None,45.08,None,25.24,None
2023-03-27 16:00:00,61.04,None,7.209,None,45.01,None,22.82,None
2023-03-27 15:00:00,61.35,None,7.207,None,45.21,None,21.42,None
2023-03-27 14:00:00,60.93,None,7.205,None,45.21,None,25.92,None
2023-03-27 13:00:00,61.17,None,7.206,None,45.3,None,23.68,None
2023-03-27 12:00:00,61.46,None,7.204,None,45.26,None,20.88,None
2023-03-27 11:00:00,61.02,None,7.205,None,45.19,None,33.41,None
2023-03-27 10:00:00,61.24,None,7.209,None,45.2,None,28.62,None
2023-03-27 09:00:00,60.97,None,7.212,None,45.23,None,26.64,None
2023-03-27 08:00:00,61.03,None,7.216,None,45.2,None,27.3,None
2023-03-27 07:00:00,60.81,None,7.216,None,45.27,None,26.88,None
2023-03-27 06:00:00,60.25,None,7.22,None,45.42,None,31.68,None
2023-03-27 05:00:00,60.22,None,7.222,None,45.42,None,26.24,None
2023-03-27 04:00:00,60.35,None,7.222,None,45.43,None,30.41,None
2023-03-27 03:00:00,60.33,None,7.221,None,45.51,None,49.74,None
2023-03-27 02:00:00,59.85,None,7.221,None,45.6,None,30.38,None
2023-03-27 01:00:00,59.83,None,7.222,None,45.68,None,36.36,None
2023-03-27 00:00:00,59.77,None,7.229,None,45.74,None,31.9,None
2023-03-26 23:00:00,59.58,None,7.227,None,45.78,None,33.42,None
2023-03-26 22:00:00,58.8,None,7.233,None,45.82,None,37.98,None
2023-03-26 21:00:00,58.17,None,7.239,None,45.94,None,46.44,None
2023-03-26 20:00:00,57.95,None,7.241,None,46.19,None,46.75,None
2023-03-26 19:00:00,57.0,None,7.244,None,46.31,None,40.41,None
2023-03-26 18:00:00,56.53,None,7.246,None,46.34,None,49.12,None
2023-03-26 17:00:00,56.25,None,7.244,None,46.36,None,37.94,None
2023-03-26 16:00:00,56.51,None,7.243,None,46.5,None,43.73,None
2023-03-26 15:00:00,56.06,None,7.245,None,46.63,None,48.61,None
2023-03-26 14:00:00,55.52,None,7.246,None,46.79,None,54.28,None
2023-03-26 13:00:00,54.93,None,7.247,None,46.72,None,48.57,None
2023-03-26 12:00:00,54.19,None,7.245,None,46.62,None,61.6,None
2023-03-26 11:00:00,53.18,None,7.245,None,46.64,None,52.04,None
2023-03-26 10:00:00,52.87,None,7.245,None,46.83,None,62.83,None
2023-03-26 09:00:00,52.82,None,7.241,None,46.91,None,59.93,None
2023-03-26 08:00:00,52.21,None,7.238,None,46.94,None,59.17,None
2023-03-26 07:00:00,52.16,None,7.235,None,46.86,None,63.13,None
2023-03-26 06:00:00,51.75,None,7.231,None,46.72,None,67.25,None
2023-03-26 05:00:00,51.03,None,7.227,None,46.82,None,66.85,None
2023-03-26 04:00:00,50.8,None,7.221,None,46.93,None,56.68,None
2023-03-26 03:00:00,50.56,None,7.221,None,46.95,None,77.03,None
2023-03-26 02:00:00,50.5,None,7.212,None,47.02,None,68.96,None
2023-03-26 01:00:00,50.41,None,7.206,None,47.05,None,59.0,None
2023-03-26 00:00:00,50.3,None,7.207,None,46.86,None,51.39,None
2023-03-25 23:00:00,50.52,None,7.206,None,46.82,None,78.23,None
2023-03-25 22:00:00,50.21,None,7.207,None,46.93,None,64.69,None
2023-03-25 21:00:00,50.93,None,7.212,None,46.89,None,72.93,None
2023-03-25 20:00:00,50.74,None,7.211,None,47.03,None,58.51,None
2023-03-25 19:00:00,50.95,None,7.208,None,47.1,None,59.52,None
2023-03-25 18:00:00,51.69,None,7.203,None,47.12,None,53.06,None
2023-03-25 17:00:00,52.1,None,7.202,None,47.07,None,63.46,None
2023-03-25 16:00:00,52.1,None,7.198,None,47.11,None,61.62,None
2023-03-25 15:00:00,52.06,None,7.197,None,46.93,None,54.17,None
2023-03-25 14:00:00,51.95,None,7.205,None,46.75,None,50.18,None
2023-03-25 13:00:00,51.95,None,7.209,None,46.87,None,61.24,None
2023-03-25 12:00:00,52.4,None,7.191,None,46.94,None,52.15,None
2023-03-25 11:00:00,52.72,None,7.184,None,47.11,None,46.76,None
2023-03-25 10:00:00,52.9,None,7.181,None,47.54,None,59.55,None
2023-03-25 09:00:00,52.69,None,7.18,None,47.48,None,51.74,None
2023-03-25 08:00:00,53.02,None,7.174,None,47.74,None,58.58,None
2023-03-25 07:00:00,53.26,None,7.168,None,47.8,None,60.72,None
2023-03-25 06:00:00,53.11,None,7.159,None,49.49,None,60.44,None
2023-03-25 05:00:00,54.82,None,7.145,None,51.99,None,56.18,None
2023-03-25 04:00:00,53.27,None,7.155,None,48.77,None,57.83,None
2023-03-25 03:00:00,52.38,None,7.162,None,48.6,None,48.36,None
2023-03-25 02:00:00,51.03,None,7.173,None,48.13,None,57.21,None
2023-03-25 01:00:00,50.54,None,7.177,None,47.86,None,61.84,None
2023-03-25 00:00:00,49.56,None,7.189,None,47.35,None,67.53,None
2023-03-24 23:00:00,48.02,None,7.197,None,46.79,None,152.6,None
2023-03-24 22:00:00,47.67,None,7.202,None,46.42,None,63.96,None
2023-03-24 21:00:00,46.68,None,7.206,None,46.33,None,74.83,None
2023-03-24 20:00:00,46.36,None,7.21,None,46.24,None,67.58,None
2023-03-24 19:00:00,45.31,None,7.216,None,45.83,None,62.53,None
2023-03-24 18:00:00,44.55,None,7.217,None,45.41,None,57.72,None
2023-03-24 17:00:00,43.56,None,7.216,None,45.36,None,65.66,None
2023-03-24 16:00:00,43.69,None,7.219,None,45.62,None,54.77,None
2023-03-24 15:00:00,43.56,None,7.222,None,45.84,None,64.05,None
2023-03-24 14:00:00,43.33,None,7.224,None,45.55,None,63.18,None
2023-03-24 13:00:00,42.46,None,7.232,None,45.31,None,58.26,None
2023-03-24 12:00:00,41.82,None,7.239,None,44.89,None,68.53,None
2023-03-24 11:00:00,42.0,None,7.246,None,44.86,None,76.62,None
2023-03-24 10:00:00,41.23,None,7.251,None,45.08,None,53.29,None
2023-03-24 09:00:00,41.51,None,7.248,None,45.45,None,61.4,None
2023-03-24 08:00:00,41.81,None,7.25,None,46.03,None,73.04,None
2023-03-24 07:00:00,42.27,None,7.25,None,46.48,None,94.9,None
2023-03-24 06:00:00,42.44,None,7.244,None,46.77,None,90.1,None
2023-03-24 05:00:00,42.91,None,7.242,None,46.93,None,85.0,None
2023-03-24 04:00:00,43.29,None,7.245,None,47.04,None,68.39,None
2023-03-24 03:00:00,43.24,None,7.254,None,47.03,None,67.83,None
2023-03-24 02:00:00,43.32,None,7.26,None,47.02,None,64.17,None
2023-03-24 01:00:00,43.37,None,7.263,None,46.76,None,66.14,None
2023-03-24 00:00:00,43.45,None,7.267,None,46.36,None,63.7,None
2023-03-23 23:00:00,43.86,None,7.271,None,45.86,None,60.52,None
2023-03-23 22:00:00,44.93,None,7.281,None,45.51,None,50.96,None
2023-03-23 21:00:00,45.47,None,7.285,None,45.27,None,47.2,None
2023-03-23 20:00:00,46.39,None,7.276,None,45.08,None,46.16,None
2023-03-23 19:00:00,47.82,None,7.277,None,45.13,None,39.49,None
2023-03-23 18:00:00,49.8,None,7.275,None,44.93,None,33.68,None
2023-03-23 17:00:00,50.43,None,7.274,None,44.47,None,31.0,None
2023-03-23 16:00:00,51.82,None,7.275,None,43.97,None,29.36,None
2023-03-23 15:00:00,52.31,None,7.271,None,43.38,None,24.35,None
2023-03-23 14:00:00,53.44,None,7.266,None,42.78,None,21.71,None
2023-03-23 13:00:00,53.44,None,7.267,None,42.09,None,17.04,None
2023-03-23 12:00:00,53.5,None,7.265,None,41.6,None,20.04,None
2023-03-23 11:00:00,53.55,None,7.258,None,41.54,None,17.74,None
2023-03-23 10:00:00,54.4,None,7.256,None,41.51,None,17.07,None
2023-03-23 09:00:00,54.31,None,7.254,None,41.31,None,13.69,None
2023-03-23 08:00:00,53.87,None,7.251,None,41.34,None,20.96,None
2023-03-23 07:00:00,53.48,None,7.247,None,41.33,None,18.64,None
2023-03-23 06:00:00,53.65,None,7.241,None,41.35,None,16.58,None
2023-03-23 05:00:00,53.36,None,7.237,None,41.48,None,15.57,None
2023-03-23 04:00:00,53.47,None,7.235,None,41.58,None,21.8,None
2023-03-23 03:00:00,53.76,None,7.231,None,41.72,None,16.92,None
2023-03-23 02:00:00,53.61,None,7.222,None,41.59,None,16.02,None
2023-03-23 01:00:00,53.5,None,7.216,None,41.67,None,15.69,None
2023-03-23 00:00:00,53.57,None,7.215,None,41.65,None,17.02,None
2023-03-22 23:00:00,53.92,None,7.215,None,41.8,None,16.49,None
