station_id,station_code,station_name,sample_date,DOC_mg/L C,Farge_mg Pt/l,NH4-N_µg/l,NO3-N_µg/l,PO4-P_µg/l,POC_µg/l C,STS_mg/l,SiO2_mg/l,TOC_mg/l,TOTN_µg/l,TOTP/F_µg/l P,TOTP_P_µg/l P,TOTP_µg/l,TSM_mg/l,UV-Abs. 254nm_Abs/cm,UV-Abs. 410nm_Abs/cm,POC_mg/L_new,POC_mg/l,DIN_μg/l,DON_µg/l
40352,DRA1,Drammenselva,1998-09-15 00:00:00,,,22.0,260.0,3.0,,,2.7,,500.0,,,9.0,3.04,,,,,282.0,218.0
40352,DRA1,Drammenselva,1998-10-14 00:00:00,,,24.0,215.0,0.9,,,2.4,,420.0,,,4.0,0.78,,,,,239.0,181.0
40352,DRA1,Drammenselva,1998-11-15 00:00:00,,,20.0,305.0,1.0,,,2.8,,510.0,,,4.0,1.21,,,,,325.0,185.0
40352,DRA1,Drammenselva,1998-12-15 00:00:00,,,14.0,290.0,0.7,,,2.6,,425.0,,,3.0,,,,,,304.0,121.0
40352,DRA1,Drammenselva,1999-02-09 00:00:00,,,15.0,408.0,1.8,,,2.5672266336,2.33,476.0,,,,,,,,,423.0,53.0
40352,DRA1,Drammenselva,1999-02-23 00:00:00,,,23.0,289.0,0.47,,,2.3532910808,2.27,353.0,,,,,,,,,312.0,41.0
40352,DRA1,Drammenselva,1999-03-16 00:00:00,,,31.0,273.0,0.47,,,2.139355528,2.28,393.0,,,,,,,,,304.0,89.0
40352,DRA1,Drammenselva,1999-04-29 00:00:00,,,12.0,293.0,3.2,,,2.5672266336,3.61,421.0,,,,3.2,,,,,305.0,116.0
40352,DRA1,Drammenselva,1999-05-20 00:00:00,,,24.0,237.0,0.97,,,2.5672266336,3.44,403.0,,,,0.8,,,,,261.0,142.0
40352,DRA1,Drammenselva,1999-05-25 00:00:00,,,5.0,217.0,5.3,,,2.5672266336,2.9,367.0,,,,2.4,,,,,222.0,145.0
40352,DRA1,Drammenselva,1999-06-01 00:00:00,,,6.0,208.0,4.4,,,2.3532910808,2.96,356.0,,,,1.9,,,,,214.0,142.0
40352,DRA1,Drammenselva,1999-06-09 00:00:00,,,7.0,213.0,1.9,,,2.7811621864,3.31,365.0,,,,3.67,,,,,220.0,145.0
40352,DRA1,Drammenselva,1999-06-14 00:00:00,,,9.0,326.0,0.5,,,2.9950977392,4.13,491.0,,,,4.62,,,,,335.0,156.0
40352,DRA1,Drammenselva,1999-06-22 00:00:00,,,4.0,224.0,1.8,,,2.3532910808,3.18,374.0,,,,1.73,,,,,228.0,146.0
40352,DRA1,Drammenselva,1999-06-29 00:00:00,,,25.0,373.0,2.9,,,3.4229688448,4.82,653.0,,,,20.6,,,,,398.0,255.0
40352,DRA1,Drammenselva,1999-07-26 00:00:00,,,11.0,176.0,0.5,,,2.3532910808,3.39,317.0,,,,0.9,,,,,187.0,130.0
40352,DRA1,Drammenselva,1999-08-30 00:00:00,,,23.0,173.0,0.5,,,2.3532910808,3.6,373.0,,,,,,,,,196.0,177.0
40352,DRA1,Drammenselva,1999-09-28 00:00:00,,,26.0,248.0,2.0,,,2.3532910808,4.09,447.0,,,,2.5,,,,,274.0,173.0
40352,DRA1,Drammenselva,1999-10-26 00:00:00,,,31.0,312.0,5.0,,,3.4229688448,3.55,577.0,,,,4.6,,,,,343.0,234.0
40352,DRA1,Drammenselva,1999-11-30 00:00:00,,,40.0,253.0,4.3,,,2.5672266336,3.58,524.0,,,,0.7,,,,,293.0,231.0
40352,DRA1,Drammenselva,1999-12-16 00:00:00,,,22.0,264.0,0.52,,,2.7811621864,3.03,453.0,,,,,,,,,286.0,167.0
40352,DRA1,Drammenselva,2000-01-26 00:00:00,,,20.0,277.0,1.8,,,2.9950977392,2.44,412.0,,,,0.9,,,,,297.0,115.0
40352,DRA1,Drammenselva,2000-02-23 00:00:00,,,29.0,259.0,1.8,,,2.7811621864,2.33,379.0,,,,0.9,,,,,288.0,91.0
40352,DRA1,Drammenselva,2000-03-30 00:00:00,,,27.0,257.0,1.8,,,2.3532910808,2.5,402.0,,,,1.1,,,,,284.0,118.0
40352,DRA1,Drammenselva,2000-04-27 00:00:00,,,23.0,247.0,2.0,,,3.6369043976,3.68,488.0,,,,2.3,,,,,270.0,218.0
40352,DRA1,Drammenselva,2000-05-03 00:00:00,,,17.0,245.0,8.3,,,4.278711056,3.83,505.0,,,,9.1,,,,,262.0,243.0
40352,DRA1,Drammenselva,2000-05-09 00:00:00,,,11.0,249.0,1.0,,,2.9950977392,3.17,412.0,,,,1.4,,,,,260.0,152.0
40352,DRA1,Drammenselva,2000-05-15 00:00:00,,,24.0,196.0,2.0,,,2.7811621864,3.03,446.0,,,,1.2,,,,,220.0,226.0
40352,DRA1,Drammenselva,2000-05-22 00:00:00,,,34.0,361.0,2.0,,,2.5672266336,2.65,489.0,,,,1.1,,,,,395.0,94.0
40352,DRA1,Drammenselva,2000-05-30 00:00:00,,,41.0,261.0,3.0,,,2.9950977392,3.3,536.0,,,,2.5,,,,,302.0,234.0
40352,DRA1,Drammenselva,2000-06-05 00:00:00,,,15.0,255.0,2.0,,,3.209033292,2.9,485.0,,,,0.8,,,,,270.0,215.0
40352,DRA1,Drammenselva,2000-06-14 00:00:00,,,,255.0,3.0,,,2.9950977392,3.3,468.0,,,,,,,,,,
40352,DRA1,Drammenselva,2000-06-21 00:00:00,,,36.0,217.0,2.0,,,2.7811621864,2.9,429.0,,,,1.2,,,,,253.0,176.0
40352,DRA1,Drammenselva,2000-06-27 00:00:00,,,16.0,214.0,3.0,,,2.7811621864,3.3,476.0,,,,1.6,,,,,230.0,246.0
40352,DRA1,Drammenselva,2000-07-18 00:00:00,,,31.0,186.0,3.0,,,2.7811621864,3.5,351.0,,,,2.0,,,,,217.0,134.0
40352,DRA1,Drammenselva,2000-08-30 00:00:00,,,38.0,58.0,1.0,,,2.7811621864,3.3,677.0,,,,2.4,,,,,96.0,581.0
40352,DRA1,Drammenselva,2000-09-26 00:00:00,,,39.0,174.0,4.0,,,2.7811621864,2.8,351.0,,,,2.0,,,,,213.0,138.0
40352,DRA1,Drammenselva,2000-10-31 00:00:00,,,25.0,337.0,4.0,,,5.9901954784,6.4,635.0,,,,28.5,,,,,362.0,273.0
40352,DRA1,Drammenselva,2000-11-30 00:00:00,,,32.0,300.0,5.0,,,3.8508399504,4.4,518.0,,,,4.4,,,,,332.0,186.0
40352,DRA1,Drammenselva,2000-12-17 00:00:00,,,2.0,292.0,2.0,,,3.8508399504,4.1,427.0,,,,1.6,,,,,294.0,133.0
40352,DRA1,Drammenselva,2001-01-26 00:00:00,,,19.0,196.0,1.0,,,3.6369043976,3.6,421.0,,,,1.2,,,,,215.0,206.0
40352,DRA1,Drammenselva,2001-02-22 00:00:00,,,30.0,273.0,2.0,,,3.4229688448,2.5,411.0,,,,,,,,,303.0,108.0
40352,DRA1,Drammenselva,2001-03-27 00:00:00,,,24.0,268.0,3.0,,,3.209033292,2.7,390.0,,,,0.9,,,,,292.0,98.0
