sample_date,station_id,station_code,station_name,DOC_mg/L C,outlier_DOC_mg/L C,Farge_mg Pt/l,outlier_Farge_mg Pt/l,NH4-N_µg/l,outlier_NH4-N_µg/l,NO3-N_µg/l,outlier_NO3-N_µg/l,PO4-P_µg/l,outlier_PO4-P_µg/l,STS_mg/l,outlier_STS_mg/l,SiO2_mg/l,outlier_SiO2_mg/l,TOC_mg/l,outlier_TOC_mg/l,TOTN_µg/l,outlier_TOTN_µg/l,TOTP/F_µg/l P,outlier_TOTP/F_µg/l P,TOTP_P_µg/l P,outlier_TOTP_P_µg/l P,TSM_mg/l,outlier_TSM_mg/l,UV-Abs. 410nm_Abs/cm,outlier_UV-Abs. 410nm_Abs/cm
1992-06-11,40352,DRA1,Drammenselva v/Krokstadelva,2.9,False,,,18.0,False,135.0,False,1.0,False,,,,,2.9,False,308.0,False,,,,,2.51,False,,
1992-07-06,40352,DRA1,Drammenselva v/Krokstadelva,,,,,35.0,False,150.0,False,1.0,False,,,,,,,330.0,False,,,,,1.39,False,,
1992-08-10,40352,DRA1,Drammenselva v/Krokstadelva,,,,,23.0,False,100.0,False,2.0,False,,,,,,,282.0,False,,,,,2.11,False,,
1992-09-03,40352,DRA1,Drammenselva v/Krokstadelva,,,,,21.0,False,139.0,False,1.0,False,,,,,,,293.0,False,,,,,1.84,False,,
1992-10-07,40352,DRA1,Drammenselva v/Krokstadelva,,,,,13.0,False,190.0,False,0.5,False,,,,,,,335.0,False,,,,,0.68,False,,
1992-11-13,40352,DRA1,Drammenselva v/Krokstadelva,,,,,18.0,False,875.0,False,3.0,False,,,,,,,1005.0,False,,,,,2.51,False,,
1992-12-01,40352,DRA1,Drammenselva v/Krokstadelva,,,,,12.0,False,282.0,False,1.0,False,,,,,,,355.0,False,,,,,0.89,False,,
1993-01-13,40352,DRA1,Drammenselva v/Krokstadelva,,,,,13.0,False,295.0,False,1.0,False,,,,,,,415.0,False,,,,,1.23,False,,
1993-02-15,40352,DRA1,Drammenselva v/Krokstadelva,,,,,13.0,False,280.0,False,1.0,False,,,,,,,400.0,False,,,,,1.01,False,,
1993-03-15,40352,DRA1,Drammenselva v/Krokstadelva,,,,,13.0,False,270.0,False,4.0,False,,,,,2.3,False,405.0,False,,,,,5.18,False,,
1993-04-13,40352,DRA1,Drammenselva v/Krokstadelva,,,,,13.0,False,270.0,False,2.0,False,,,,,2.5,False,415.0,False,,,,,1.01,False,,
1993-05-19,40352,DRA1,Drammenselva v/Krokstadelva,,,,,8.0,False,245.0,False,1.0,False,,,,,2.8,False,355.0,False,,,,,1.74,False,,
1993-06-08,40352,DRA1,Drammenselva v/Krokstadelva,,,,,16.0,False,215.0,False,1.0,False,,,,,2.6,False,380.0,False,,,,,1.71,False,,
1993-07-05,40352,DRA1,Drammenselva v/Krokstadelva,,,,,13.0,False,132.0,False,1.0,False,,,,,2.8,False,315.0,False,,,,,1.22,False,,
1993-08-10,40352,DRA1,Drammenselva v/Krokstadelva,,,,,10.0,False,150.0,False,0.5,False,,,,,2.5,False,325.0,False,,,,,1.68,False,,
1993-09-12,40352,DRA1,Drammenselva v/Krokstadelva,,,,,16.0,False,185.0,False,1.0,False,,,,,2.8,False,375.0,False,,,,,1.46,False,,
1993-10-14,40352,DRA1,Drammenselva v/Krokstadelva,,,,,17.0,False,295.0,False,2.0,False,,,,,3.6,False,490.0,False,,,,,2.06,False,,
1993-11-10,40352,DRA1,Drammenselva v/Krokstadelva,,,,,21.0,False,255.0,False,1.0,False,,,,,3.6,False,410.0,False,,,,,0.81,False,,
1993-12-07,40352,DRA1,Drammenselva v/Krokstadelva,,,,,21.0,False,335.0,False,1.0,False,,,,,2.8,False,500.0,False,,,,,0.74,False,,
1994-01-17,40352,DRA1,Drammenselva v/Krokstadelva,,,,,12.0,False,265.0,False,1.0,False,,,,,,,385.0,False,,,,,0.92,False,,
1994-02-17,40352,DRA1,Drammenselva v/Krokstadelva,,,,,16.0,False,270.0,False,2.0,False,,,,,,,415.0,False,,,,,0.82,False,,
1994-03-14,40352,DRA1,Drammenselva v/Krokstadelva,,,,,18.0,False,350.0,False,2.0,False,,,,,2.4,False,460.0,False,,,,,1.39,False,,
1994-04-11,40352,DRA1,Drammenselva v/Krokstadelva,,,,,14.0,False,545.0,False,5.0,False,,,,,3.7,False,910.0,False,,,,,5.44,False,,
1994-05-10,40352,DRA1,Drammenselva v/Krokstadelva,,,,,8.0,False,265.0,False,2.0,False,,,,,2.6,False,405.0,False,,,,,3.35,False,,
1994-06-13,40352,DRA1,Drammenselva v/Krokstadelva,,,,,12.0,False,250.0,False,2.0,False,,,,,3.1,False,410.0,False,,,,,1.34,False,,
1994-07-18,40352,DRA1,Drammenselva v/Krokstadelva,,,,,11.0,False,160.0,False,2.0,False,,,,,3.1,False,395.0,False,,,,,3.07,False,,
1994-08-18,40352,DRA1,Drammenselva v/Krokstadelva,,,,,21.0,False,165.0,False,2.0,False,,,,,2.5,False,375.0,False,,,,,3.95,False,,
1994-09-12,40352,DRA1,Drammenselva v/Krokstadelva,,,,,17.0,False,870.0,False,0.5,False,,,,,4.5,False,1080.0,False,,,,,4.15,False,,
1994-10-17,40352,DRA1,Drammenselva v/Krokstadelva,,,,,27.0,False,225.0,False,1.0,False,,,,,2.9,False,395.0,False,,,,,4.38,False,,
1994-11-07,40352,DRA1,Drammenselva v/Krokstadelva,,,,,23.0,False,335.0,False,0.5,False,,,,,3.1,False,520.0,False,,,,,1.27,False,,
1994-12-07,40352,DRA1,Drammenselva v/Krokstadelva,,,,,16.0,False,275.0,False,0.5,False,,,,,3.1,False,405.0,False,,,,,0.82,False,,
1995-01-16,40352,DRA1,Drammenselva v/Krokstadelva,,,,,17.0,False,290.0,False,0.5,False,,,,,,,430.0,False,,,,,1.43,False,,
1995-02-13,40352,DRA1,Drammenselva v/Krokstadelva,,,,,18.0,False,310.0,False,0.5,False,,,2.4,False,,,440.0,False,,,,,0.68,False,,
1995-03-16,40352,DRA1,Drammenselva v/Krokstadelva,,,,,18.0,False,310.0,False,1.0,False,,,2.3,False,2.8,False,440.0,False,,,,,0.68,False,,
1995-04-13,40352,DRA1,Drammenselva v/Krokstadelva,,,,,3.0,False,530.0,False,2.0,False,,,2.8,False,3.5,False,685.0,False,,,,,5.42,False,,
1995-05-08,40352,DRA1,Drammenselva v/Krokstadelva,,,,,3.0,False,285.0,False,2.0,False,,,2.7,False,4.5,False,400.0,False,,,,,4.27,False,,
1995-06-02,40352,DRA1,Drammenselva v/Krokstadelva,,,,,,,435.0,False,9.0,False,,,,,4.0,False,685.0,False,,,,,18.2,True,,
1995-06-04,40352,DRA1,Drammenselva v/Krokstadelva,,,,,,,305.0,False,7.0,False,,,,,4.0,False,495.0,False,,,,,9.6,False,,
1995-06-06,40352,DRA1,Drammenselva v/Krokstadelva,,,,,8.0,False,280.0,False,7.0,False,,,2.8,False,4.5,False,455.0,False,,,,,5.69,False,,
1995-06-08,40352,DRA1,Drammenselva v/Krokstadelva,,,,,,,395.0,False,6.0,False,,,2.7,False,4.5,False,515.0,False,,,,,10.1,False,,
1995-06-10,40352,DRA1,Drammenselva v/Krokstadelva,,,,,,,295.0,False,2.0,False,,,2.7,False,4.0,False,540.0,False,,,,,5.9,False,,
1995-06-12,40352,DRA1,Drammenselva v/Krokstadelva,,,,,,,280.0,False,2.0,False,,,2.6,False,3.9,False,435.0,False,,,,,4.8,False,,
1995-06-14,40352,DRA1,Drammenselva v/Krokstadelva,,,,,,,535.0,False,4.0,False,,,2.9,False,4.3,False,725.0,False,,,,,9.4,False,,
1995-06-16,40352,DRA1,Drammenselva v/Krokstadelva,,,,,,,435.0,False,2.0,False,,,3.0,False,4.1,False,575.0,False,,,,,5.6,False,,
1995-06-18,40352,DRA1,Drammenselva v/Krokstadelva,,,,,,,310.0,False,3.0,False,,,2.7,False,3.9,False,485.0,False,,,,,3.3,False,,
1995-06-20,40352,DRA1,Drammenselva v/Krokstadelva,,,,,,,305.0,False,2.0,False,,,2.8,False,4.0,False,480.0,False,,,,,2.6,False,,
1995-06-22,40352,DRA1,Drammenselva v/Krokstadelva,,,,,,,285.0,False,2.0,False,,,2.8,False,3.8,False,465.0,False,,,,,3.3,False,,
1995-06-24,40352,DRA1,Drammenselva v/Krokstadelva,,,,,,,290.0,False,1.0,False,,,,False,3.8,False,470.0,False,,,,,2.0,False,,
1995-06-26,40352,DRA1,Drammenselva v/Krokstadelva,,,,,,,280.0,False,0.5,False,,,,False,3.7,False,460.0,False,,,,,2.1,False,,
1995-06-28,40352,DRA1,Drammenselva v/Krokstadelva,,,,,,,255.0,False,2.0,False,,,2.6,False,3.8,False,445.0,False,,,,,2.1,False,,
1995-06-30,40352,DRA1,Drammenselva v/Krokstadelva,,,,,,,240.0,False,1.0,False,,,2.5,False,3.6,False,415.0,False,,,,,2.0,False,,
1995-07-05,40352,DRA1,Drammenselva v/Krokstadelva,,,,,,,225.0,False,1.0,False,,,,,3.7,False,425.0,False,,,,,3.4,False,,
1995-07-13,40352,DRA1,Drammenselva v/Krokstadelva,,,,,9.0,False,230.0,False,1.0,False,,,2.4,False,4.3,False,425.0,False,,,,,1.55,False,,
1995-07-21,40352,DRA1,Drammenselva v/Krokstadelva,,,,,,,225.0,False,1.0,False,,,,,4.2,False,415.0,False,,,,,1.53,False,,
1995-07-27,40352,DRA1,Drammenselva v/Krokstadelva,,,,,,,215.0,False,0.5,False,,,,,3.6,False,365.0,False,,,,,1.04,False,,
1995-08-02,40352,DRA1,Drammenselva v/Krokstadelva,,,,,,,215.0,False,0.5,False,,,,,3.6,False,375.0,False,,,,,1.53,False,,
1995-08-09,40352,DRA1,Drammenselva v/Krokstadelva,,,,,,,175.0,False,0.5,False,,,,,3.2,False,360.0,False,,,,,1.36,False,,
1995-08-16,40352,DRA1,Drammenselva v/Krokstadelva,,,,,24.0,False,200.0,False,0.5,False,,,2.1,False,3.7,False,415.0,False,,,,,1.47,False,,
1995-08-23,40352,DRA1,Drammenselva v/Krokstadelva,,,,,,,139.0,False,1.0,False,,,,,3.2,False,290.0,False,,,,,1.53,False,,
1995-08-31,40352,DRA1,Drammenselva v/Krokstadelva,,,,,,,185.0,False,0.5,False,,,,,3.5,False,395.0,False,,,,,1.2,False,,
1995-09-19,40352,DRA1,Drammenselva v/Krokstadelva,,,,,19.0,False,240.0,False,1.0,False,,,2.3,False,3.6,False,425.0,False,,,,,1.96,False,,
1995-10-10,40352,DRA1,Drammenselva v/Krokstadelva,,,,,23.0,False,255.0,False,1.0,False,,,2.5,False,2.9,False,400.0,False,,,,,1.85,False,,
1995-11-15,40352,DRA1,Drammenselva v/Krokstadelva,,,,,22.0,False,255.0,False,1.0,False,,,2.5,False,3.4,False,410.0,False,,,,,1.03,False,,
1995-12-11,40352,DRA1,Drammenselva v/Krokstadelva,,,,,17.0,False,260.0,False,1.0,False,,,2.3,False,,,420.0,False,,,,,0.79,False,,
1996-01-15,40352,DRA1,Drammenselva v/Krokstadelva,,,,,24.0,False,240.0,False,1.0,False,,,2.1,False,,,395.0,False,,,,,1.2,False,,
1996-02-13,40352,DRA1,Drammenselva v/Krokstadelva,,,,,24.0,False,240.0,False,1.0,False,,,2.1,False,,,365.0,False,,,,,1.13,False,,
1996-03-15,40352,DRA1,Drammenselva v/Krokstadelva,,,,,21.0,False,260.0,False,1.0,False,,,2.2,False,,,385.0,False,,,,,0.93,False,,
1996-04-14,40352,DRA1,Drammenselva v/Krokstadelva,,,,,24.0,False,375.0,False,6.0,False,,,2.2,False,,,570.0,False,,,,,6.76,False,,
1996-05-14,40352,DRA1,Drammenselva v/Krokstadelva,,,,,15.0,False,315.0,False,2.0,False,,,2.3,False,4.2,False,475.0,False,,,,,3.04,False,,
1996-05-20,40352,DRA1,Drammenselva v/Krokstadelva,,,,,12.0,False,355.0,False,3.0,False,,,2.4,False,3.6,False,520.0,False,,,,,3.12,False,,
1996-05-22,40352,DRA1,Drammenselva v/Krokstadelva,,,,,15.0,False,350.0,False,2.0,False,,,2.5,False,3.6,False,520.0,False,,,,,1.69,False,,
1996-05-24,40352,DRA1,Drammenselva v/Krokstadelva,,,,,12.0,False,290.0,False,1.0,False,,,,,3.2,False,445.0,False,,,,,1.86,False,,
1996-05-26,40352,DRA1,Drammenselva v/Krokstadelva,,,,,11.0,False,265.0,False,1.0,False,,,,,3.1,False,410.0,False,,,,,1.67,False,,
1996-05-28,40352,DRA1,Drammenselva v/Krokstadelva,,,,,11.0,False,240.0,False,1.0,False,,,2.2,False,3.2,False,385.0,False,,,,,1.51,False,,
1996-05-30,40352,DRA1,Drammenselva v/Krokstadelva,,,,,11.0,False,230.0,False,1.0,False,,,,,3.4,False,355.0,False,,,,,1.5,False,,
1996-06-01,40352,DRA1,Drammenselva v/Krokstadelva,,,,,9.0,False,260.0,False,2.0,False,,,2.8,False,3.0,False,430.0,False,,,,,2.0,False,,
1996-06-03,40352,DRA1,Drammenselva v/Krokstadelva,,,,,12.0,False,260.0,False,2.0,False,,,2.2,False,3.3,False,430.0,False,,,,,2.45,False,,
1996-06-05,40352,DRA1,Drammenselva v/Krokstadelva,,,,,12.0,False,225.0,False,1.0,False,,,,,3.5,False,250.0,False,,,,,2.4,False,,
1996-06-07,40352,DRA1,Drammenselva v/Krokstadelva,,,,,13.0,False,250.0,False,1.0,False,,,,,2.9,False,445.0,False,,,,,1.12,False,,
1996-06-09,40352,DRA1,Drammenselva v/Krokstadelva,,,,,13.0,False,245.0,False,1.0,False,,,,,3.5,False,425.0,False,,,,,1.2,False,,
1996-06-11,40352,DRA1,Drammenselva v/Krokstadelva,,,,,13.0,False,230.0,False,1.0,False,,,1.9,False,3.1,False,380.0,False,,,,,2.22,False,,
1996-06-13,40352,DRA1,Drammenselva v/Krokstadelva,,,,,3.0,False,235.0,False,0.0,False,,,,,3.1,False,395.0,False,,,,,1.8,False,,
1996-06-15,40352,DRA1,Drammenselva v/Krokstadelva,,,,,7.0,False,235.0,False,1.0,False,,,,,3.3,False,390.0,False,,,,,2.0,False,,
1996-06-17,40352,DRA1,Drammenselva v/Krokstadelva,,,,,13.0,False,230.0,False,1.0,False,,,1.8,False,3.4,False,390.0,False,,,,,1.79,False,,
1996-06-21,40352,DRA1,Drammenselva v/Krokstadelva,,,,,11.0,False,220.0,False,1.0,False,,,,,3.8,False,380.0,False,,,,,2.4,False,,
1996-06-29,40352,DRA1,Drammenselva v/Krokstadelva,,,,,11.0,False,230.0,False,2.0,False,,,1.9,False,3.7,False,430.0,False,,,,,2.23,False,,
1996-07-06,40352,DRA1,Drammenselva v/Krokstadelva,,,,,12.0,False,245.0,False,2.0,False,,,2.0,False,5.5,False,420.0,False,,,,,4.61,False,,
1996-07-22,40352,DRA1,Drammenselva v/Krokstadelva,,,,,12.0,False,230.0,False,3.0,False,,,2.0,False,3.6,False,415.0,False,,,,,1.47,False,,
1996-08-13,40352,DRA1,Drammenselva v/Krokstadelva,,,,,29.0,False,225.0,False,1.0,False,,,1.7,False,,,455.0,False,,,,,1.78,False,,
1996-09-16,40352,DRA1,Drammenselva v/Krokstadelva,,,,,27.0,False,235.0,False,1.0,False,,,2.0,False,,,445.0,False,,,,,1.35,False,,
1996-10-17,40352,DRA1,Drammenselva v/Krokstadelva,,,,,33.0,False,275.0,False,2.0,False,,,2.2,False,,,460.0,False,,,,,1.02,False,,
1996-11-18,40352,DRA1,Drammenselva v/Krokstadelva,,,,,21.0,False,630.0,False,3.0,False,,,2.7,False,,,830.0,False,,,,,3.36,False,,
1996-12-13,40352,DRA1,Drammenselva v/Krokstadelva,,,,,16.0,False,365.0,False,2.0,False,,,2.4,False,,,510.0,False,,,,,0.97,False,,
1997-01-15,40352,DRA1,Drammenselva v/Krokstadelva,,,,,21.0,False,280.0,False,1.0,False,,,2.1,False,,,420.0,False,,,,,0.87,False,,
1997-02-13,40352,DRA1,Drammenselva v/Krokstadelva,,,,,24.0,False,335.0,False,1.0,False,,,2.5,False,,,470.0,False,,,,,0.95,False,,
1997-03-14,40352,DRA1,Drammenselva v/Krokstadelva,,,,,18.0,False,425.0,False,2.0,False,,,2.6,False,,,570.0,False,,,,,2.3,False,,
1997-04-15,40352,DRA1,Drammenselva v/Krokstadelva,,,,,14.0,False,290.0,False,2.0,False,,,2.2,False,,,435.0,False,,,,,1.87,False,,
1997-05-13,40352,DRA1,Drammenselva v/Krokstadelva,,,,,18.0,False,300.0,False,2.0,False,,,2.6,False,,,475.0,False,,,,,2.68,False,,
1997-06-17,40352,DRA1,Drammenselva v/Krokstadelva,,,,,12.0,False,175.0,False,0.9,False,,,2.1,False,3.5,False,355.0,False,,,,,1.76,False,,
1997-07-14,40352,DRA1,Drammenselva v/Krokstadelva,,,,,14.0,False,220.0,False,2.0,False,,,2.2,False,,,415.0,False,,,,,1.73,False,,
1997-08-14,40352,DRA1,Drammenselva v/Krokstadelva,,,,,10.0,False,175.0,False,0.9,False,,,2.0,False,,,360.0,False,,,,,1.65,False,,
1997-09-14,40352,DRA1,Drammenselva v/Krokstadelva,,,,,18.0,False,190.0,False,1.0,False,,,2.4,False,,,380.0,False,,,,,1.22,False,,
1997-10-14,40352,DRA1,Drammenselva v/Krokstadelva,,,,,20.0,False,250.0,False,1.0,False,,,2.2,False,,,420.0,False,,,,,1.26,False,,
1997-11-15,40352,DRA1,Drammenselva v/Krokstadelva,,,,,14.0,False,440.0,False,1.0,False,,,2.9,False,,,600.0,False,,,,,2.02,False,,
1997-12-15,40352,DRA1,Drammenselva v/Krokstadelva,,,,,15.0,False,405.0,False,5.0,False,,,3.0,False,,,550.0,False,,,,,1.4,False,,
1998-01-16,40352,DRA1,Drammenselva v/Krokstadelva,,,,,12.0,False,245.0,False,0.8,False,,,2.9,False,,,335.0,False,,,,,1.8,False,,
1998-02-15,40352,DRA1,Drammenselva v/Krokstadelva,,,,,13.0,False,295.0,False,0.8,False,,,2.4,False,,,445.0,False,,,,,1.13,False,,
1998-03-15,40352,DRA1,Drammenselva v/Krokstadelva,,,,,14.0,False,285.0,False,1.0,False,,,2.3,False,,,415.0,False,,,,,1.45,False,,
1998-04-15,40352,DRA1,Drammenselva v/Krokstadelva,,,,,16.0,False,355.0,False,1.0,False,,,2.6,False,,,490.0,False,,,,,1.65,False,,
1998-05-16,40352,DRA1,Drammenselva v/Krokstadelva,,,,,8.0,False,245.0,False,2.0,False,,,2.4,False,,,390.0,False,,,,,1.97,False,,
1998-06-16,40352,DRA1,Drammenselva v/Krokstadelva,,,,,16.0,False,235.0,False,1.0,False,,,2.3,False,,,395.0,False,,,,,1.81,False,,
1998-07-15,40352,DRA1,Drammenselva v/Krokstadelva,,,,,16.0,False,230.0,False,1.0,False,,,2.3,False,3.4,False,425.0,False,,,,,1.57,False,,
1998-08-16,40352,DRA1,Drammenselva v/Krokstadelva,,,,,18.0,False,215.0,False,0.9,False,,,2.1,False,,,415.0,False,,,,,0.98,False,,
1998-09-15,40352,DRA1,Drammenselva v/Krokstadelva,,,,,22.0,False,260.0,False,3.0,False,,,2.7,False,,,500.0,False,,,,,3.04,False,,
1998-10-14,40352,DRA1,Drammenselva v/Krokstadelva,,,,,24.0,False,215.0,False,0.9,False,,,2.4,False,,,420.0,False,,,,,0.78,False,,
1998-11-15,40352,DRA1,Drammenselva v/Krokstadelva,,,,,20.0,False,305.0,False,1.0,False,,,2.8,False,,,510.0,False,,,,,1.21,False,,
1998-12-15,40352,DRA1,Drammenselva v/Krokstadelva,,,,,14.0,False,290.0,False,0.7,False,,,2.6,False,,,425.0,False,,,,,0.67,False,,
1999-02-09,40352,DRA1,Drammenselva v/Krokstadelva,,,,,15.0,False,408.0,False,1.8,False,,,2.5672266336,False,2.33,False,476.0,False,,,,,0.5,False,,
1999-02-23,40352,DRA1,Drammenselva v/Krokstadelva,,,,,23.0,False,289.0,False,0.47,False,,,2.3532910808,False,2.27,False,353.0,False,,,,,0.5,False,,
1999-03-16,40352,DRA1,Drammenselva v/Krokstadelva,,,,,31.0,False,273.0,False,0.47,False,,,2.139355528,False,2.28,False,393.0,False,,,,,0.5,False,,
1999-04-29,40352,DRA1,Drammenselva v/Krokstadelva,,,,,12.0,False,293.0,False,3.2,False,,,2.5672266336,False,3.61,False,421.0,False,,,,,3.2,False,,
1999-05-20,40352,DRA1,Drammenselva v/Krokstadelva,,,,,24.0,False,237.0,False,0.97,False,,,2.5672266336,False,3.44,False,403.0,False,,,,,0.8,False,,
1999-05-25,40352,DRA1,Drammenselva v/Krokstadelva,,,,,5.0,False,217.0,False,5.3,False,,,2.5672266336,False,2.9,False,367.0,False,,,,,2.4,False,,
1999-06-01,40352,DRA1,Drammenselva v/Krokstadelva,,,,,6.0,False,208.0,False,4.4,False,,,2.3532910808,False,2.96,False,356.0,False,,,,,1.9,False,,
1999-06-09,40352,DRA1,Drammenselva v/Krokstadelva,,,,,7.0,False,213.0,False,1.9,False,,,2.7811621864,False,3.31,False,365.0,False,,,,,3.67,False,,
1999-06-14,40352,DRA1,Drammenselva v/Krokstadelva,,,,,9.0,False,326.0,False,0.5,False,,,2.9950977392,False,4.13,False,491.0,False,,,,,4.62,False,,
1999-06-22,40352,DRA1,Drammenselva v/Krokstadelva,,,,,4.0,False,224.0,False,1.8,False,,,2.3532910808,False,3.18,False,374.0,False,,,,,1.73,False,,
1999-06-29,40352,DRA1,Drammenselva v/Krokstadelva,,,,,25.0,False,373.0,False,2.9,False,,,3.4229688448,False,4.82,False,653.0,False,,,,,20.6,True,,
1999-07-26,40352,DRA1,Drammenselva v/Krokstadelva,,,,,11.0,False,176.0,False,0.5,False,,,2.3532910808,False,3.39,False,317.0,False,,,,,0.9,False,,
1999-08-30,40352,DRA1,Drammenselva v/Krokstadelva,,,,,23.0,False,173.0,False,0.5,False,,,2.3532910808,False,3.6,False,373.0,False,,,,,0.5,False,,
1999-09-28,40352,DRA1,Drammenselva v/Krokstadelva,,,,,26.0,False,248.0,False,2.0,False,,,2.3532910808,False,4.09,False,447.0,False,,,,,2.5,False,,
1999-10-26,40352,DRA1,Drammenselva v/Krokstadelva,,,,,31.0,False,312.0,False,5.0,False,,,3.4229688448,False,3.55,False,577.0,False,,,,,4.6,False,,
1999-11-30,40352,DRA1,Drammenselva v/Krokstadelva,,,,,40.0,False,253.0,False,4.3,False,,,2.5672266336,False,3.58,False,524.0,False,,,,,0.7,False,,
1999-12-16,40352,DRA1,Drammenselva v/Krokstadelva,,,,,22.0,False,264.0,False,0.52,False,,,2.7811621864,False,3.03,False,453.0,False,,,,,0.5,False,,
2000-01-26,40352,DRA1,Drammenselva v/Krokstadelva,,,,,20.0,False,277.0,False,1.8,False,,,2.9950977392,False,2.44,False,412.0,False,,,,,0.9,False,,
