station_name,station_code,longitude,latitude,sample_date,depth_m,CDOM_abs_443_1perm,Chl-a_µgperl,DIN_µgperl,DIN:DIP,DOC_mgperl,DOC:DIN,DOC:TOTN,NH4-N_µgperl,NO2-N_µgperl,NO3+NO2-N_µgperl,NO3-N_µgperl,PO4-P_µgperl,SSS_PSU,SST_degC,TOC_mgperl,TOTN_µgperl,TOTN:TOTP,TOTP_µgperl,TSM_mgperl,secchi_depth_m
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-06-06,5.0,,,,,,,,,,,,,20.28,13.12,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-06-06,5.5,,,,,,,,,,,,,21.02,13.12,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-06-06,6.0,,,,,,,,,,,,,21.12,13.14,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-06-06,6.5,,,,,,,,,,,,,21.47,13.01,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-06-06,7.0,,,,,,,,,,,,,21.92,12.84,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-06-06,7.5,,,,,,,,,,,,,22.18,12.79,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-06-06,8.0,,,,,,,,,,,,,22.55,12.7,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-06-06,8.5,,,,,,,,,,,,,22.86,12.56,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-06-06,9.0,,,,,,,,,,,,,23.15,12.42,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-06-06,9.5,,,,,,,,,,,,,23.37,12.26,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-06-06,10.0,,,,,,,,,,,,,23.38,12.26,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-06-25,2.0,,1.8,,,,,,9.9,,,,,22.66,16.22,,225.0,0.8754863813229572,257.0,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-06-25,5.0,,,,,,,,,,,,,25.4,14.27,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-06-25,10.0,,,,,,,,,,,,,28.88,11.77,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-06-26,1.5,,,,,,,,,,,,,19.41,17.52,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-06-26,2.0,,1.5,,,,,,9.9,,,,,23.94,15.72,,174.0,1.6571428571428573,105.0,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-06-26,2.5,,,,,,,,,,,,,23.96,15.53,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-06-26,3.0,,,,,,,,,,,,,24.54,14.85,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-06-26,3.5,,,,,,,,,,,,,25.07,14.9,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-06-26,4.0,,,,,,,,,,,,,25.43,15.11,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-06-26,4.5,,,,,,,,,,,,,25.14,15.0,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-06-26,5.0,,,,,,,,,,,,,25.48,14.49,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-06-26,5.5,,,,,,,,,,,,,25.76,14.1,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-06-26,6.0,,,,,,,,,,,,,26.13,13.53,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-06-26,6.5,,,,,,,,,,,,,26.36,13.13,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-06-26,7.5,,,,,,,,,,,,,26.78,12.78,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-06-26,8.0,,,,,,,,,,,,,27.87,12.05,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-06-26,8.5,,,,,,,,,,,,,28.23,11.81,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-06-26,9.0,,,,,,,,,,,,,28.53,11.65,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-06-26,9.5,,,,,,,,,,,,,28.74,11.54,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-06-26,10.0,,,,,,,,,,,,,28.87,11.41,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-07-16,2.0,,3.8,,,,,,26.0,,,,,17.15,19.32,,460.0,35.38461538461539,13.0,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-07-16,5.0,,,,,,,,,,,,,22.4,19.32,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-07-16,10.0,,,,,,,,,,,,,24.54,18.96,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-07-17,0.5,,,,,,,,,,,,,10.93,18.51,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-07-17,1.0,,,,,,,,,,,,,11.65,18.68,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-07-17,1.5,,,,,,,,,,,,,14.5,19.27,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-07-17,2.0,,3.3,,,,,,15.0,,,13.0,,15.33,19.38,,233.0,1.6642857142857144,140.0,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-07-17,2.5,,,,,,,,,,,,,17.02,19.35,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-07-17,3.0,,,,,,,,,,,,,19.49,19.83,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-07-17,4.0,,,,,,,,,,,,,21.06,19.45,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-07-17,4.5,,,,,,,,,,,,,21.52,19.23,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-07-17,5.0,,,,,,,,,,,,,21.83,19.03,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-07-17,5.5,,,,,,,,,,,,,22.24,18.81,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-07-17,6.0,,,,,,,,,,,,,22.49,18.64,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-07-17,6.5,,,,,,,,,,,,,22.9,18.53,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-07-17,7.0,,,,,,,,,,,,,23.64,18.44,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-07-17,7.5,,,,,,,,,,,,,23.96,18.56,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-07-17,8.0,,,,,,,,,,,,,24.02,18.66,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-07-17,8.5,,,,,,,,,,,,,24.12,18.65,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-07-17,9.0,,,,,,,,,,,,,24.37,18.55,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-07-17,9.5,,,,,,,,,,,,,24.51,18.28,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-07-17,10.0,,,,,,,,,,,,,24.61,18.22,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-07-30,2.0,,,,,,,,,,,,,20.88,19.67,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-07-30,5.0,,,,,,,,,,,,,21.02,19.65,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-07-30,10.0,,,,,,,,,,,,,22.73,18.92,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-07-31,0.5,,,,,,,,,,,,,17.09,19.75,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-07-31,1.0,,,,,,,,,,,,,17.11,19.81,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-07-31,1.5,,,,,,,,,,,,,17.13,19.81,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-07-31,2.0,,,,,,,,,,,,,17.24,19.78,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-07-31,2.5,,,,,,,,,,,,,17.53,19.79,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-07-31,3.0,,,,,,,,,,,,,18.31,19.87,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-07-31,3.5,,,,,,,,,,,,,18.6,19.97,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-07-31,4.0,,,,,,,,,,,,,18.65,20.03,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-07-31,4.5,,,,,,,,,,,,,18.83,20.04,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-07-31,5.0,,,,,,,,,,,,,19.01,20.05,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-07-31,5.5,,,,,,,,,,,,,19.29,19.99,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-07-31,6.0,,,,,,,,,,,,,19.49,19.86,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-07-31,6.5,,,,,,,,,,,,,19.96,19.8,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-07-31,7.0,,,,,,,,,,,,,20.51,19.71,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-07-31,7.5,,,,,,,,,,,,,20.75,19.52,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-07-31,8.0,,,,,,,,,,,,,20.85,19.41,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-07-31,8.5,,,,,,,,,,,,,21.1,19.29,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-07-31,9.0,,,,,,,,,,,,,21.26,19.1,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-07-31,9.5,,,,,,,,,,,,,21.39,19.05,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-07-31,10.0,,,,,,,,,,,,,22.24,18.62,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-08-15,2.0,,4.2,,,,,,36.0,,,,,,,,409.0,41.31313131313132,9.9,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-08-21,2.0,,1.7,,,,,,9.9,,,,9.0,,,,277.0,11.08,25.0,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-08-21,5.0,,,,,,,,,,,,,21.09,18.55,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-08-21,10.0,,,,,,,,,,,,,27.67,16.78,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-08-22,1.5,,,,,,,,,,,,,16.63,19.09,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-08-22,2.0,,3.4,,,,,,9.9,,,36.0,35.0,17.95,18.96,,263.0,6.921052631578948,38.0,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-08-22,3.0,,,,,,,,,,,,,19.76,18.78,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-08-22,3.5,,,,,,,,,,,,,20.46,18.71,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-08-22,4.5,,,,,,,,,,,,,20.92,18.55,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-08-22,5.5,,,,,,,,,,,,,21.37,18.46,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-08-22,6.0,,,,,,,,,,,,,22.1,18.21,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-08-22,7.0,,,,,,,,,,,,,23.04,17.85,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-08-22,7.5,,,,,,,,,,,,,23.69,17.55,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-08-22,8.5,,,,,,,,,,,,,24.86,17.27,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-08-22,9.0,,,,,,,,,,,,,25.87,16.96,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-08-22,9.5,,,,,,,,,,,,,26.69,16.54,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-08-22,10.0,,,,,,,,,,,,,26.06,16.75,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-09-17,2.0,,6.4,,,,,,11.0,,,20.0,,27.46,14.59,,231.0,7.9655172413793105,29.0,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-09-17,5.0,,,,,,,,,,,,,27.47,14.59,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-09-17,10.0,,,,,,,,,,,,,30.52,14.47,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-09-19,0.5,,,,,,,,,,,,,24.65,14.11,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-09-19,1.0,,,,,,,,,,,,,24.43,14.1,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-09-19,1.5,,,,,,,,,,,,,24.48,14.1,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-09-19,2.0,,8.0,,,,,,14.0,,,26.0,,24.48,14.1,,214.0,9.727272727272728,22.0,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-09-19,2.5,,,,,,,,,,,,,24.89,14.1,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-09-19,3.0,,,,,,,,,,,,,25.83,14.09,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-09-19,3.5,,,,,,,,,,,,,26.16,14.08,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-09-19,4.0,,,,,,,,,,,,,26.47,14.06,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-09-19,4.5,,,,,,,,,,,,,26.63,14.03,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-09-19,5.0,,,,,,,,,,,,,27.25,14.01,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-09-19,5.5,,,,,,,,,,,,,27.15,13.92,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-09-19,6.0,,,,,,,,,,,,,27.2,13.89,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-09-19,6.5,,,,,,,,,,,,,27.26,13.88,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-09-19,7.0,,,,,,,,,,,,,27.28,13.86,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-09-19,7.5,,,,,,,,,,,,,27.6,13.82,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-09-19,8.0,,,,,,,,,,,,,28.21,13.7,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-09-19,8.5,,,,,,,,,,,,,28.79,13.61,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-09-19,9.0,,,,,,,,,,,,,29.65,13.6,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-09-19,9.5,,,,,,,,,,,,,29.82,13.47,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-09-19,10.0,,,,,,,,,,,,,30.32,13.15,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-11-07,1.0,,,,,,,,,,,,,15.51,7.06,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-11-07,1.5,,,,,,,,,,,,,16.85,7.15,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-11-07,2.0,,0.9,,,,,,41.0,,,103.0,6.0,19.96,7.64,,440.0,25.88235294117647,17.0,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-11-07,2.5,,,,,,,,,,,,,24.77,8.81,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-11-07,3.0,,,,,,,,,,,,,24.93,10.07,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-11-07,3.5,,,,,,,,,,,,,25.14,10.76,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-11-07,4.0,,,,,,,,,,,,,26.0,11.19,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-11-07,4.5,,,,,,,,,,,,,26.91,11.67,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-11-07,5.0,,,,,,,,,,,,,28.29,12.14,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-11-07,5.5,,,,,,,,,,,,,28.9,12.47,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-11-07,6.0,,,,,,,,,,,,,29.56,12.64,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-11-07,6.5,,,,,,,,,,,,,29.89,12.72,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-11-07,7.0,,,,,,,,,,,,,30.14,12.76,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-11-07,7.5,,,,,,,,,,,,,30.36,12.77,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-11-07,8.0,,,,,,,,,,,,,30.61,12.78,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-11-07,8.5,,,,,,,,,,,,,30.79,12.83,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-11-07,9.0,,,,,,,,,,,,,30.98,12.86,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-11-07,9.5,,,,,,,,,,,,,31.01,12.87,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-11-07,10.0,,,,,,,,,,,,,31.09,12.89,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-12-04,1.5,,,,,,,,,,,,,28.82,7.29,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-12-04,2.0,,0.9,,,,,,11.0,,,151.0,14.0,28.94,7.35,,304.0,10.857142857142858,28.0,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-12-04,2.5,,,,,,,,,,,,,28.98,7.42,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-12-04,3.0,,,,,,,,,,,,,28.99,7.46,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-12-04,3.5,,,,,,,,,,,,,29.0,7.48,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-12-04,4.0,,,,,,,,,,,,,29.02,7.49,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-12-04,5.0,,,,,,,,,,,,,29.03,7.49,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-12-04,5.5,,,,,,,,,,,,,29.05,7.5,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-12-04,6.0,,,,,,,,,,,,,29.14,7.52,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-12-04,6.5,,,,,,,,,,,,,29.16,7.55,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-12-04,7.0,,,,,,,,,,,,,29.2,7.57,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-12-04,7.5,,,,,,,,,,,,,29.25,7.59,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-12-04,8.0,,,,,,,,,,,,,29.32,7.63,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-12-04,8.5,,,,,,,,,,,,,29.39,7.69,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-12-04,9.0,,,,,,,,,,,,,29.47,7.76,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-12-04,9.5,,,,,,,,,,,,,29.59,7.8,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2001-12-04,10.0,,,,,,,,,,,,,29.56,7.83,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-02-04,2.0,,0.9,,,,,,11.0,,,159.0,19.0,29.6,3.82,,349.0,10.575757575757576,33.0,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-02-04,5.0,,,,,,,,,,,,,29.62,3.85,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-02-04,10.0,,,,,,,,,,,,,29.62,3.85,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-02-05,1.0,,,,,,,,,,,,,24.78,2.94,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-02-05,1.5,,,,,,,,,,,,,27.78,2.69,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-02-05,2.0,,0.9,,,,,,12.0,,,163.0,15.0,28.02,2.84,,352.0,10.057142857142855,35.0,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-02-05,2.5,,,,,,,,,,,,,28.14,2.9,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-02-05,3.0,,,,,,,,,,,,,28.18,2.93,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-02-05,3.5,,,,,,,,,,,,,28.17,2.94,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-02-05,4.5,,,,,,,,,,,,,28.16,2.94,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-02-05,5.0,,,,,,,,,,,,,28.2,2.94,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-02-05,5.5,,,,,,,,,,,,,28.67,2.95,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-02-05,6.0,,,,,,,,,,,,,28.69,2.96,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-02-05,6.5,,,,,,,,,,,,,28.72,2.99,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-02-05,7.0,,,,,,,,,,,,,28.72,3.0,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-02-05,7.5,,,,,,,,,,,,,28.71,3.01,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-02-05,8.0,,,,,,,,,,,,,28.75,3.02,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-02-05,8.5,,,,,,,,,,,,,28.74,3.02,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-02-05,9.0,,,,,,,,,,,,,28.74,3.02,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-02-05,9.5,,,,,,,,,,,,,28.74,3.02,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-02-05,10.0,,,,,,,,,,,,,28.78,3.02,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-02-25,2.0,,0.9,,,,,,11.0,,,220.0,18.0,26.94,2.53,,444.0,16.444444444444443,27.0,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-02-25,5.0,,,,,,,,,,,,,28.68,3.12,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-02-25,10.0,,,,,,,,,,,,,29.32,3.41,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-02-26,1.5,,,,,,,,,,,,,26.16,2.11,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-02-26,2.0,,0.9,,,,,,6.0,,,216.0,16.0,26.75,2.12,,389.0,15.56,25.0,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-02-26,2.5,,,,,,,,,,,,,28.9,2.35,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-02-26,3.0,,,,,,,,,,,,,28.57,2.77,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-02-26,4.0,,,,,,,,,,,,,28.69,3.07,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-02-26,4.5,,,,,,,,,,,,,28.72,3.15,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-02-26,5.5,,,,,,,,,,,,,29.03,3.26,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-02-26,6.5,,,,,,,,,,,,,28.94,3.39,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-02-26,7.0,,,,,,,,,,,,,28.91,3.44,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-02-26,8.0,,,,,,,,,,,,,28.97,3.47,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-02-26,8.5,,,,,,,,,,,,,29.5,3.53,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-02-26,9.0,,,,,,,,,,,,,29.34,3.67,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-02-26,9.5,,,,,,,,,,,,,29.33,3.7,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-02-26,10.0,,,,,,,,,,,,,29.37,3.71,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-06-12,1.5,,,,,,,,,,,,,8.7,17.59,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-06-12,2.0,,11.6,,,,,,6.0,,,26.0,,8.68,17.58,,347.0,7.081632653061225,49.0,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-06-12,2.5,,,,,,,,,,,,,8.75,17.58,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-06-12,3.0,,,,,,,,,,,,,9.32,17.58,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-06-12,3.5,,,,,,,,,,,,,10.7,17.66,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-06-12,4.0,,,,,,,,,,,,,12.51,17.93,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-06-12,4.5,,,,,,,,,,,,,13.27,17.83,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-06-12,5.0,,,,,,,,,,,,,13.74,17.48,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-06-12,5.5,,,,,,,,,,,,,15.45,17.19,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-06-12,6.0,,,,,,,,,,,,,16.09,16.91,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-06-12,6.5,,,,,,,,,,,,,16.93,16.6,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-06-12,7.0,,,,,,,,,,,,,17.45,16.2,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-06-12,7.5,,,,,,,,,,,,,17.79,15.76,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-06-12,8.0,,,,,,,,,,,,,18.34,15.38,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-06-12,8.5,,,,,,,,,,,,,18.49,15.13,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-06-12,9.0,,,,,,,,,,,,,18.79,14.67,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-06-12,9.5,,,,,,,,,,,,,18.96,14.42,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-06-12,10.0,,,,,,,,,,,,,19.27,14.22,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-06-26,1.5,,,,,,,,,,,,,10.47,16.51,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-06-26,2.0,,7.0,,,,,,6.0,,,11.0,,10.77,16.51,,258.0,28.666666666666668,9.0,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-06-26,2.5,,,,,,,,,,,,,12.11,16.54,,,,,,
Breiangen vest,CODE:VT10,10.460324,59.487403,2002-06-26,3.0,,,,,,,,,,,,,12.91,16.63,,,,,,
